id,method,text,banned_chars,output,constraint_violated,constraint_found,constraint_count,vrr,ttr,bigram_rep,trigram_rep,time_sec,constraint_type,genre,source_id
109,sequential,あなたは私を娘として取扱って下さった最初の方でした。私でも人間であることを教えて下さった最初の方でした。,"か,き,く,け,こ",あなたはわたしを娘として対応てお渡した最初の人でした。わたしでも人間である事実を教えてお示しします。た最初の人でした。,False,,0,0.222222,0.609756,0.175,0.128205,4.053357,medium,tatoeba,tatoeba:3436319
109,oneshot,あなたは私を娘として取扱って下さった最初の方でした。私でも人間であることを教えて下さった最初の方でした。,"か,き,く,け,こ",あなたは私を娘とみなして対応してくださった最初の方でした。私でも人間だと示してくださった最初の方でした,True,"か,く",6,0.277778,0.647059,0.212121,0.1875,0.738748,medium,tatoeba,tatoeba:3436319
110,sequential,あくまでも疑念で証拠が示されたわけではない。,い,あくまでも疑念で証拠が示されたわけではありません。,False,,0,0.071429,0.9375,0.0,0.0,1.014589,easy,tatoeba,tatoeba:10901559
110,oneshot,あくまでも疑念で証拠が示されたわけではない。,い,あくまでも疑わしさにより証拠が示されたわけではない,True,い,1,0.214286,1.0,0.0,0.0,1.528677,easy,tatoeba,tatoeba:10901559
111,sequential,あくまでも疑念で証拠が示されたわけではない。,さ,あくまでも疑念で証拠が示現れたわけではない。,False,,0,0.071429,0.928571,0.0,0.0,0.707383,easy,tatoeba,tatoeba:10901559
111,oneshot,あくまでも疑念で証拠が示されたわけではない。,さ,あくまで疑いにより証拠が提示されたわけではない,True,さ,1,0.785714,1.0,0.0,0.0,0.608527,easy,tatoeba,tatoeba:10901559
112,sequential,あくまでも疑念で証拠が示されたわけではない。,"あ,い,う,え,お",ただしも疑念で根拠が示されたわけでは不可。,False,,0,0.214286,0.928571,0.0,0.0,3.577978,medium,tatoeba,tatoeba:10901559
112,oneshot,あくまでも疑念で証拠が示されたわけではない。,"あ,い,う,え,お",ただし疑念のため証拠が示されていない,True,"い,う",3,0.571429,1.0,0.0,0.0,0.452834,medium,tatoeba,tatoeba:10901559
113,sequential,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,い,中央銀行は主にその他の銀行及び国家と業務をおこなう、利潤をあげることの他に国民産業の利益になる広範責任を負う銀行である。,False,,0,0.111111,0.777778,0.0,0.0,3.526991,easy,tatoeba,tatoeba:126551
113,oneshot,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,い,中央銀行は主にほかの金融機関や政府と取引を行い、収益を得ることのほかに国民経済の発展に役立つ広範な役割を担う金融機関である,True,い,4,0.416667,0.783784,0.027778,0.0,1.014308,easy,tatoeba,tatoeba:126551
114,sequential,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,"あ,い,う,え,お",本部信託は主たるその他の信託所ならびに国府と取引を処理、利潤をつくることの他に国民資本循環の価値になるゆたか責任を負担資金源で持つ。,False,,0,0.416667,0.804878,0.0,0.0,22.516991,medium,tatoeba,tatoeba:126551
114,oneshot,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,"あ,い,う,え,お",中央金融機関は主に他の金融機関や政府と取引を行い、利益を得ることのほかに国民の経済発展に寄与する多くの責務を担う存在である,True,"あ,い,う,え,お",18,0.444444,0.789474,0.027027,0.0,1.217068,medium,tatoeba,tatoeba:126551
115,sequential,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,"か,き,く,け,こ",中央信用所は主にその他の信用所及び政府と業務を実施、利潤をあげる内容のその他の方に市民産業の恩典になる広い義務を負う信用所である。,False,,0,0.25,0.714286,0.097561,0.025,12.076978,medium,tatoeba,tatoeba:126551
115,oneshot,中央銀行は主にその他の銀行及び政府と業務を行い、利潤をあげることの他に国民経済の利益になる広い責任を負う銀行である。,"か,き,く,け,こ",中央銀行は主に他の金融機関や政府と業務を行い、利益を得ることのほかに国民経済の発展に寄与する広い役割を担う存在である,True,"か,き,く,け,こ",14,0.5,0.861111,0.0,0.0,1.163497,medium,tatoeba,tatoeba:126551
116,sequential,あ、またコンピューターが固まっちゃったよ。,"あ,い,う,え,お",さて、またコンピューターが固まっちゃったよ。,False,,0,0.1,1.0,0.0,0.0,1.997792,medium,tatoeba,tatoeba:234773
116,oneshot,あ、またコンピューターが固まっちゃったよ。,"あ,い,う,え,お",再びシステムが停止したよ。,True,い,1,0.6,1.0,0.0,0.0,0.505212,medium,tatoeba,tatoeba:234773
117,sequential,彼は自分では友達だと言っているが、そんな者ではない。,い,彼は自分では友達だと述べるておるが、そんな者では不要。,False,,0,0.157895,0.842105,0.055556,0.0,1.425959,easy,tatoeba,tatoeba:105120
117,oneshot,彼は自分では友達だと言っているが、そんな者ではない。,い,彼は自分では仲間だと語るが、そんな者ではない。,True,い,1,0.210526,0.823529,0.0625,0.0,0.851293,easy,tatoeba,tatoeba:105120
118,sequential,彼は自分では友達だと言っているが、そんな者ではない。,"あ,い,う,え,お",彼は自分では友達だと述べているが、そんな者では不可。,True,い,1,0.105263,0.842105,0.055556,0.0,26.167929,medium,tatoeba,tatoeba:105120
118,oneshot,彼は自分では友達だと言っているが、そんな者ではない。,"あ,い,う,え,お",彼は自分では仲間だと語るが、その者ではない。,True,い,1,0.263158,0.823529,0.0625,0.0,0.502894,medium,tatoeba,tatoeba:105120
119,sequential,トムは、もはや朝食前に毎日は散歩しませんが、一週間で数回は行います。,い,トムは、もはや朝食前に常時は散歩しませんが、数度週間で数度はおこなうます。,False,,0,0.166667,0.8,0.041667,0.0,3.376255,easy,tatoeba,tatoeba:11119794
119,oneshot,トムは、もはや朝食前に毎日は散歩しませんが、一週間で数回は行います。,い,トムは、すでに朝食前の散歩は毎日しませんが、一週間のうち数回は行っています。,True,い,5,0.25,0.851852,0.0,0.0,1.612676,easy,tatoeba,tatoeba:11119794
120,sequential,トムは、もはや朝食前に毎日は散歩しませんが、一週間で数回は行います。,"あ,い,う,え,お",トムは、もはや午前食前に日々は散歩しませんが、何度日間で何度度は実施ます。,False,,0,0.291667,0.769231,0.04,0.0,7.163733,medium,tatoeba,tatoeba:11119794
120,oneshot,トムは、もはや朝食前に毎日は散歩しませんが、一週間で数回は行います。,"あ,い,う,え,お",トムは、すでに朝食前に毎日散策しませんが、週に数度は行きます。,True,"あ,い,う",5,0.333333,0.863636,0.0,0.0,0.502661,medium,tatoeba,tatoeba:11119794
121,sequential,そんなわけで、彼はほとんど言うことがなかった。,"あ,い,う,え,お",そんなわけで、彼はほとんど述べことがなかった。,False,,0,0.076923,1.0,0.0,0.0,0.421401,medium,tatoeba,tatoeba:204185
121,oneshot,そんなわけで、彼はほとんど言うことがなかった。,"あ,い,う,え,お",そのため彼はほぼ語らずにすごした,False,,0,0.769231,1.0,0.0,0.0,0.503472,medium,tatoeba,tatoeba:204185
122,sequential,そんなわけで、彼はほとんど言うことがなかった。,"か,き,く,け,こ",そんな理由で、あいつはほとんど言う内容がおとなた。,False,,0,0.307692,1.0,0.0,0.0,2.860867,medium,tatoeba,tatoeba:204185
122,oneshot,そんなわけで、彼はほとんど言うことがなかった。,"か,き,く,け,こ",そのため、彼はほとんど意見を述べることができなかった。,True,"か,き,け,こ",5,0.307692,1.0,0.0,0.0,0.609579,medium,tatoeba,tatoeba:204185
123,sequential,あんな男に金を貸すとは、君はどうかしているよ。,い,あんな男に金を貸すとは、君はどうかしておるよ。,False,,0,0.055556,0.944444,0.0,0.0,0.504449,easy,tatoeba,tatoeba:229538
123,oneshot,あんな男に金を貸すとは、君はどうかしているよ。,い,あの男に金を渡すなんて、君はどうかしてるよ。,False,,0,0.333333,1.0,0.0,0.0,0.918083,easy,tatoeba,tatoeba:229538
124,sequential,あんな男に金を貸すとは、君はどうかしているよ。,"あ,い,う,え,お",そんな男児に金を貸すとは、君は何かしているよ。,True,い,1,0.166667,0.944444,0.0,0.0,25.388989,medium,tatoeba,tatoeba:229538
124,oneshot,あんな男に金を貸すとは、君はどうかしているよ。,"あ,い,う,え,お",あの男に金銭を渡すなんて、君はどうかしているな。,True,"あ,い,う,お",4,0.333333,1.0,0.0,0.0,0.701394,medium,tatoeba,tatoeba:229538
125,sequential,あんな男に金を貸すとは、君はどうかしているよ。,"か,き,く,け,こ",あんな男性に財を貸与とは、おまえはどうとすればしているよ。,False,,0,0.277778,0.9,0.0,0.0,4.09386,medium,tatoeba,tatoeba:229538
125,oneshot,あんな男に金を貸すとは、君はどうかしているよ。,"か,き,く,け,こ",あの男性に金品を渡すとは、君はどうかしているよ。,True,"か,き",3,0.222222,0.944444,0.0,0.0,0.607523,medium,tatoeba,tatoeba:229538
126,sequential,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,い,朝の通勤電車がとても混んでつらくて、立っておるだけで疲れてしまった。,False,,0,0.095238,0.857143,0.0,0.0,1.220908,easy,tatoeba,tatoeba:13059091
126,oneshot,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,い,早朝の通勤列車が非常に満員で、立つことで疲労を感じた,True,い,1,0.666667,0.941176,0.0,0.0,0.910942,easy,tatoeba,tatoeba:13059091
127,sequential,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,"あ,い,う,え,お",午前の出勤電車がとても混んでくたびれて、立って佇みだけで疲れてしまった。,False,,0,0.190476,0.857143,0.0,0.0,5.930131,medium,tatoeba,tatoeba:13059091
127,oneshot,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,"あ,い,う,え,お",朝の通勤列車が非常に混雑しており、立つだけで疲弊した,True,"あ,い,う,お",5,0.571429,0.944444,0.0,0.0,0.503131,medium,tatoeba,tatoeba:13059091
128,sequential,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,"か,き,く,け,こ",朝の通路電車がとても満員でいて、立っているのみでつらいてしまった。,False,,0,0.190476,0.857143,0.0,0.0,2.03758,medium,tatoeba,tatoeba:13059091
128,oneshot,朝の通勤電車がとても混んでいて、立っているだけで疲れてしまった。,"か,き,く,け,こ",朝の通勤列車が非常に混雑していて、立つだけで疲弊した,True,"き,け,こ",3,0.52381,0.894737,0.0,0.0,0.6146,medium,tatoeba,tatoeba:13059091
129,sequential,私たちは政治と宗教を分けなければならない。,い,私たちは国家と宗教を分けなければならありません。,False,,0,0.153846,1.0,0.0,0.0,5.689065,easy,tatoeba,tatoeba:165566
129,oneshot,私たちは政治と宗教を分けなければならない。,い,我々は公共の場において権力と信仰を区別すべきだ,True,い,1,0.769231,1.0,0.0,0.0,1.279338,easy,tatoeba,tatoeba:165566
130,sequential,私たちは政治と宗教を分けなければならない。,ら,私たちは政治と宗教を分けなければ必要ですない。,False,,0,0.076923,1.0,0.0,0.0,0.481838,easy,tatoeba,tatoeba:165566
130,oneshot,私たちは政治と宗教を分けなければならない。,ら,私たちは政治と信仰を区分せねばならぬ。,True,ら,1,0.307692,1.0,0.0,0.0,0.608252,easy,tatoeba,tatoeba:165566
131,sequential,私たちは政治と宗教を分けなければならない。,"あ,い,う,え,お",私たちは議事と信念を分けなければなら不可。,False,,0,0.230769,1.0,0.0,0.0,8.510125,medium,tatoeba,tatoeba:165566
131,oneshot,私たちは政治と宗教を分けなければならない。,"あ,い,う,え,お",我々は行政と信仰を区別しなければならぬ,True,"い,う",3,0.538462,1.0,0.0,0.0,0.516673,medium,tatoeba,tatoeba:165566
132,sequential,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,い,彼は明日会おうと告げて別れたが、それから何の音沙汰も消滅。,False,,0,0.1,1.0,0.0,0.0,0.988597,easy,tatoeba,tatoeba:99596
132,oneshot,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,い,彼は明日会おうと伝え、別れたが、その後は何も連絡がない。,True,い,1,0.45,0.85,0.0,0.0,0.918012,easy,tatoeba,tatoeba:99596
133,sequential,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,ら,彼は明日会おうと言って別れたが、それ以降何の音沙汰もない。,False,,0,0.05,1.0,0.0,0.0,0.663273,easy,tatoeba,tatoeba:99596
133,oneshot,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,ら,彼は次の日に会おうと伝え、別れたが、その後は何の音も聞こえない。,False,,0,0.3,0.875,0.0,0.0,0.859351,easy,tatoeba,tatoeba:99596
134,sequential,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,"あ,い,う,え,お",彼は次の日会おうと告げて別れたが、それから何の便り沙汰も欠落。,True,"あ,う,お",3,0.2,0.954545,0.0,0.0,25.792608,medium,tatoeba,tatoeba:99596
134,oneshot,彼は明日会おうと言って別れたが、それから何の音沙汰もない。,"あ,い,う,え,お",彼は明日会おうと伝え別れたが、それから何の知らせもない,True,"あ,い,う,え,お",6,0.25,1.0,0.0,0.0,0.608667,medium,tatoeba,tatoeba:99596
135,sequential,彼女は子供におもちゃを買ってやりました。,"あ,い,う,え,お",彼女は子供に玩具を買ってやりました。,False,,0,0.083333,1.0,0.0,0.0,0.430516,medium,tatoeba,tatoeba:89748
135,oneshot,彼女は子供におもちゃを買ってやりました。,"あ,い,う,え,お",彼女は幼児に玩具を購入しました。,True,う,3,0.416667,1.0,0.0,0.0,0.584561,medium,tatoeba,tatoeba:89748
136,sequential,君が行ってあの子を元気づけてやることが必要なんだ。,"あ,い,う,え,お",君が進みてその子を元気づけてやることが必須なんだ。,False,,0,0.166667,0.888889,0.0,0.0,5.750703,medium,tatoeba,tatoeba:179004
136,oneshot,君が行ってあの子を元気づけてやることが必要なんだ。,"あ,い,う,え,お",君が動き回り彼女を励ますことが求められている。,True,"い,う",2,0.666667,0.923077,0.0,0.0,0.535695,medium,tatoeba,tatoeba:179004
137,sequential,君が行ってあの子を元気づけてやることが必要なんだ。,"か,き,く,け,こ",あなたが行ってあの少年をみなぎり励ましてやる義務が必要なんだ。,False,,0,0.277778,0.888889,0.0,0.0,9.688897,medium,tatoeba,tatoeba:179004
137,oneshot,君が行ってあの子を元気づけてやることが必要なんだ。,"か,き,く,け,こ",君が訪れてあの子を励ましてやることが必要なんだ。,True,"き,こ",3,0.166667,0.882353,0.0,0.0,0.598228,medium,tatoeba,tatoeba:179004
138,sequential,チキンスープがかぜを治すというのは本当ですか。,い,チキンスープがかぜを治すと述べるのは本当ですか。,False,,0,0.071429,1.0,0.0,0.0,0.372961,easy,tatoeba,tatoeba:203002
138,oneshot,チキンスープがかぜを治すというのは本当ですか。,い,鶏の澄んだ汁が風邪の症状を和らげると聞きますが、本当でしょうか,False,,0,0.642857,0.894737,0.0,0.0,0.938965,easy,tatoeba,tatoeba:203002
139,sequential,チキンスープがかぜを治すというのは本当ですか。,"あ,い,う,え,お",チキンスープがかぜを治癒と述べるのは確かですか。,False,,0,0.214286,1.0,0.0,0.0,1.831016,medium,tatoeba,tatoeba:203002
139,oneshot,チキンスープがかぜを治すというのは本当ですか。,"あ,い,う,え,お",鶏肉を煮た汁が風邪の回復に役立つと聞きますが、本当でしょうか,True,"い,う",4,0.714286,0.947368,0.0,0.0,0.740686,medium,tatoeba,tatoeba:203002
140,sequential,チキンスープがかぜを治すというのは本当ですか。,"か,き,く,け,こ",親鳥スープが発熱を治すというのは本当ですについて。,False,,0,0.214286,1.0,0.0,0.0,2.707662,medium,tatoeba,tatoeba:203002
140,oneshot,チキンスープがかぜを治すというのは本当ですか。,"か,き,く,け,こ",とりにくのあつものがふぶきをなおすというのはほんとうですか,True,"か,き,く",3,0.428571,0.933333,0.0,0.0,0.851902,medium,tatoeba,tatoeba:203002
141,sequential,彼は私の手紙にすぐさま返事を書いてくれた。,い,彼は私の手紙にすぐさま返事を記述てくれた。,False,,0,0.071429,1.0,0.0,0.0,0.35551,easy,tatoeba,tatoeba:105798
141,oneshot,彼は私の手紙にすぐさま返事を書いてくれた。,い,彼は私の文書にすぐさま返答を記してくれた,False,,0,0.285714,1.0,0.0,0.0,0.809932,easy,tatoeba,tatoeba:105798
142,sequential,彼は私の手紙にすぐさま返事を書いてくれた。,さ,彼は私の手紙に直ちに返事を書いてくれた。,False,,0,0.071429,1.0,0.0,0.0,0.526826,easy,tatoeba,tatoeba:105798
142,oneshot,彼は私の手紙にすぐさま返事を書いてくれた。,さ,彼は私の手紙にすぐに返信を記してくれた。,False,,0,0.214286,0.933333,0.0,0.0,0.580961,easy,tatoeba,tatoeba:105798
143,sequential,彼は私の手紙にすぐさま返事を書いてくれた。,"あ,い,う,え,お",彼は私の手紙にすぐさま返事を記録てくれた。,False,,0,0.071429,1.0,0.0,0.0,0.442074,medium,tatoeba,tatoeba:105798
143,oneshot,彼は私の手紙にすぐさま返事を書いてくれた。,"あ,い,う,え,お",彼は私の便箋に速やかに返信を記してくれた。,False,,0,0.285714,0.933333,0.0,0.0,0.492961,medium,tatoeba,tatoeba:105798
144,sequential,君はこれから世界でいちばんタフな１５歳の少年になる。,い,君はこれから地球で最もタフな１５年の少年になる。,False,,0,0.1875,1.0,0.0,0.0,1.532751,easy,tatoeba,tatoeba:182455
144,oneshot,君はこれから世界でいちばんタフな１５歳の少年になる。,い,君はこれから世界で最も強くたくましい十五歳の若者になる,True,い,3,0.625,1.0,0.0,0.0,0.880038,easy,tatoeba,tatoeba:182455
145,sequential,君はこれから世界でいちばんタフな１５歳の少年になる。,ら,君はこれより世界でいちばんタフな１５歳の少年になる。,False,,0,0.0625,1.0,0.0,0.0,0.587545,easy,tatoeba,tatoeba:182455
145,oneshot,君はこれから世界でいちばんタフな１５歳の少年になる。,ら,君はこれから世界で最も強い十五歳の少年になる。,True,ら,1,0.25,1.0,0.0,0.0,0.655823,easy,tatoeba,tatoeba:182455
146,sequential,君はこれから世界でいちばんタフな１５歳の少年になる。,"あ,い,う,え,お",君はこれからグローバルでトップタフな１５旬の子供になる。,False,,0,0.25,1.0,0.0,0.0,12.177811,medium,tatoeba,tatoeba:182455
146,oneshot,君はこれから世界でいちばんタフな１５歳の少年になる。,"あ,い,う,え,お",君はこれから地球上で最も逞しい十伍歳の少年となる,True,"い,う",6,0.75,1.0,0.0,0.0,0.607453,medium,tatoeba,tatoeba:182455
147,sequential,彼の成功はいくらかは運がよかったためだ。,い,彼の勝利はどれだけかは運がよかったためだ。,False,,0,0.142857,0.933333,0.0,0.0,3.881919,easy,tatoeba,tatoeba:116740
147,oneshot,彼の成功はいくらかは運がよかったためだ。,い,彼の達成はある程度は幸運に恵まれたためだ,True,い,2,0.5,0.923077,0.0,0.0,0.814033,easy,tatoeba,tatoeba:116740
148,sequential,彼の成功はいくらかは運がよかったためだ。,ら,彼の成功はいくつかかは運がよかったためだ。,False,,0,0.071429,0.875,0.0,0.0,0.398302,easy,tatoeba,tatoeba:116740
148,oneshot,彼の成功はいくらかは運がよかったためだ。,ら,彼の成功は一定の幸運に恵まれたためである,False,,0,0.571429,0.923077,0.0,0.0,0.611388,easy,tatoeba,tatoeba:116740
149,sequential,彼の成功はいくらかは運がよかったためだ。,"あ,い,う,え,お",彼の勝ちはどれだけかは巡りがよかったためだ。,False,,0,0.214286,0.933333,0.0,0.0,5.256775,medium,tatoeba,tatoeba:116740
149,oneshot,彼の成功はいくらかは運がよかったためだ。,"あ,い,う,え,お",彼の達成は一部偶然の結果によるものだ,True,"い,う",3,0.714286,0.916667,0.0,0.0,0.465299,medium,tatoeba,tatoeba:116740
150,sequential,３か月というのは、その実験を終わらせるには短すぎる時間だ。,い,３か月と申し上げるのは、その実験を終わらせるには短すぎる時間だ。,False,,0,0.052632,0.947368,0.0,0.0,0.503492,easy,tatoeba,tatoeba:235352
150,oneshot,３か月というのは、その実験を終わらせるには短すぎる時間だ。,い,その期間は、その実験を完了させるには短すぎる時間だ,False,,0,0.368421,0.875,0.0,0.0,1.016995,easy,tatoeba,tatoeba:235352
151,sequential,３か月というのは、その実験を終わらせるには短すぎる時間だ。,ら,３か月というのは、その実験をおわりせるには短すぎる時間だ。,False,,0,0.052632,0.947368,0.0,0.0,0.504941,easy,tatoeba,tatoeba:235352
151,oneshot,３か月というのは、その実験を終わらせるには短すぎる時間だ。,ら,その期間は、その実験を完了させるには十分でない時間だ。,False,,0,0.421053,0.888889,0.0,0.0,0.517163,easy,tatoeba,tatoeba:235352
152,sequential,３か月というのは、その実験を終わらせるには短すぎる時間だ。,"あ,い,う,え,お",３か月と述べのは、その実験を完結せるには短すぎる時間だ。,False,,0,0.105263,0.947368,0.0,0.0,2.7666,medium,tatoeba,tatoeba:235352
152,oneshot,３か月というのは、その実験を終わらせるには短すぎる時間だ。,"あ,い,う,え,お",三か月というのは、その実験を終えるには短すぎる期間だ,True,"い,う,え,お",4,0.263158,0.941176,0.0,0.0,0.614948,medium,tatoeba,tatoeba:235352
153,sequential,ニューヨークからボストンまで車で４時間です。,ら,ニューヨークよりボストンまで車で４時間です。,False,,0,0.1,1.0,0.0,0.0,0.67681,easy,tatoeba,tatoeba:198744
153,oneshot,ニューヨークからボストンまで車で４時間です。,ら,ニューヨークから都市まで自動車で四時間です。,True,ら,1,0.2,1.0,0.0,0.0,0.612319,easy,tatoeba,tatoeba:198744
154,sequential,ニューヨークからボストンまで車で４時間です。,"か,き,く,け,こ",都市よりボストンまで乗り物で４じりつです。,False,,0,0.4,1.0,0.0,0.0,2.758942,medium,tatoeba,tatoeba:198744
154,oneshot,ニューヨークからボストンまで車で４時間です。,"か,き,く,け,こ",米国東部の都市間を移動するのに四時間ほどです。,True,"か,く,こ",4,0.7,0.933333,0.0,0.0,0.707325,medium,tatoeba,tatoeba:198744
155,sequential,何かあったら相談してね。できる範囲で力になるから。,ら,何かあっもし相談してね。できる範囲で支援になるため。,False,,0,0.176471,0.941176,0.0,0.0,1.9413,easy,tatoeba,tatoeba:3045953
155,oneshot,何かあったら相談してね。できる範囲で力になるから。,ら,何かあったら話してみてください。できる範囲でお手伝いします。,True,ら,1,0.411765,0.888889,0.0,0.0,0.605835,easy,tatoeba,tatoeba:3045953
156,sequential,何かあったら相談してね。できる範囲で力になるから。,"あ,い,う,え,お",何か気づきたら助言してね。できる範囲で力になるから。,True,い,1,0.117647,0.941176,0.0,0.0,34.371688,medium,tatoeba,tatoeba:3045953
156,oneshot,何かあったら相談してね。できる範囲で力になるから。,"あ,い,う,え,お",何かあったら話し合いを頼むと良い。可能な範囲で力を貸す。,True,"あ,い,う",6,0.470588,0.888889,0.0,0.0,0.590364,medium,tatoeba,tatoeba:3045953
157,sequential,何かあったら相談してね。できる範囲で力になるから。,"か,き,く,け,こ",何もしあったら相談してね。援助範囲で援助になるため。,False,,0,0.235294,0.882353,0.0,0.0,2.631188,medium,tatoeba,tatoeba:3045953
157,oneshot,何かあったら相談してね。できる範囲で力になるから。,"か,き,く,け,こ",何かあったら話してね。できる範囲で援助するよ。,True,"か,き",2,0.352941,0.933333,0.0,0.0,0.675225,medium,tatoeba,tatoeba:3045953
158,sequential,あまりに親切すぎるので姉と口喧嘩をした。,"あ,い,う,え,お",きわめてに親切すぎるので姉と口喧嘩をした。,True,あ,1,0.071429,1.0,0.0,0.0,22.722817,medium,tatoeba,tatoeba:230352
158,oneshot,あまりに親切すぎるので姉と口喧嘩をした。,"あ,い,う,え,お",あまりに優しいため姉と言い争いをした。,True,"あ,い",7,0.428571,1.0,0.0,0.0,0.712439,medium,tatoeba,tatoeba:230352
159,sequential,私をご存知のようですが私はあなたを知りません。,"あ,い,う,え,お",私をご存知のたしかにですが私は君を知りません。,False,,0,0.125,0.882353,0.0,0.0,2.757046,medium,tatoeba,tatoeba:152167
159,oneshot,私をご存知のようですが私はあなたを知りません。,"あ,い,う,え,お",あなた様のご存知のようですが、私は貴殿を知りません。,True,"あ,う",2,0.1875,0.944444,0.0,0.0,0.60918,medium,tatoeba,tatoeba:152167
160,sequential,あなたがメールでおっしゃることは全て正当です。価格を除いては。,い,あなたがメールでおっしゃることは全て妥当です。価格を除くては。,False,,0,0.117647,0.882353,0.0,0.0,1.835406,easy,tatoeba,tatoeba:232385
160,oneshot,あなたがメールでおっしゃることは全て正当です。価格を除いては。,い,あなたが伝えることはすべて正論です。値段を除けば。,True,い,1,0.529412,0.928571,0.0,0.0,1.513403,easy,tatoeba,tatoeba:232385
161,sequential,あなたがメールでおっしゃることは全て正当です。価格を除いては。,"あ,い,う,え,お",本人がメールで述べることは全て正義です。価格を除去ては。,False,,0,0.235294,0.882353,0.0,0.0,3.955231,medium,tatoeba,tatoeba:232385
161,oneshot,あなたがメールでおっしゃることは全て正当です。価格を除いては。,"あ,い,う,え,お",お前さまが書き伝えることは全て正確です。値段を除けば。,True,"い,え,お",4,0.529412,0.933333,0.0,0.0,0.636698,medium,tatoeba,tatoeba:232385
162,sequential,あなたがメールでおっしゃることは全て正当です。価格を除いては。,"か,き,く,け,こ",あなたがメールでおっしゃる内容は全て正当です。値段を除いては。,False,,0,0.117647,0.882353,0.0,0.0,1.130763,medium,tatoeba,tatoeba:232385
162,oneshot,あなたがメールでおっしゃることは全て正当です。価格を除いては。,"か,き,く,け,こ",あなたが電子通信で伝える内容はすべて妥当です。値段を除けば。,True,け,1,0.823529,0.941176,0.0,0.0,0.710855,medium,tatoeba,tatoeba:232385
163,sequential,お願いだから、誰にもそのことは言わないで。,い,お願望だから、誰にもそのことは告げやめてで。,False,,0,0.2,1.0,0.0,0.0,1.258589,easy,tatoeba,tatoeba:227351
163,oneshot,お願いだから、誰にもそのことは言わないで。,い,頼むから、誰にもそのことは伝えないで。,True,い,1,0.266667,1.0,0.0,0.0,0.792822,easy,tatoeba,tatoeba:227351
164,sequential,お願いだから、誰にもそのことは言わないで。,ら,お願いだ以降、誰にもそのことは言わないで。,False,,0,0.066667,1.0,0.0,0.0,0.629123,easy,tatoeba,tatoeba:227351
164,oneshot,お願いだから、誰にもそのことは言わないで。,ら,どうかお願いだ、誰にもそのことは伝えないで。,False,,0,0.133333,1.0,0.0,0.0,0.475662,easy,tatoeba,tatoeba:227351
165,sequential,お願いだから、誰にもそのことは言わないで。,"あ,い,う,え,お",頼り望みだから、誰にもそのことは告知断じてで。,False,,0,0.266667,1.0,0.0,0.0,4.29585,medium,tatoeba,tatoeba:227351
165,oneshot,お願いだから、誰にもそのことは言わないで。,"あ,い,う,え,お",頼むから、誰にもその事は伝えないで。,True,"い,え",2,0.333333,1.0,0.0,0.0,0.502212,medium,tatoeba,tatoeba:227351
166,sequential,混同しないように、両チームは色の違う服を着ていた。,い,混同しありませんように、両チームはカラーの違う服を着て着用た。,False,,0,0.157895,1.0,0.0,0.0,2.759622,easy,tatoeba,tatoeba:170966
166,oneshot,混同しないように、両チームは色の違う服を着ていた。,い,誤解を避けるために、両側の組は異なる色の服をまとっていた,True,い,3,0.894737,0.894737,0.0,0.0,1.52777,easy,tatoeba,tatoeba:170966
167,sequential,混同しないように、両チームは色の違う服を着ていた。,"あ,い,う,え,お",誤認しませんたしかに、二チームはカラーの異なる服を着て示さた。,False,,0,0.368421,1.0,0.0,0.0,6.784509,medium,tatoeba,tatoeba:170966
167,oneshot,混同しないように、両チームは色の違う服を着ていた。,"あ,い,う,え,お",異なる色の服を着ているため、誤認しないように両者は配慮していた。,True,"い,う",7,0.526316,0.913043,0.0,0.0,0.49772,medium,tatoeba,tatoeba:170966
168,sequential,ミンはその時正夫と一緒に踊っていませんでした。,い,ミンはその時正夫と共にに踊ってなかっませんでした。,False,,0,0.125,0.941176,0.0,0.0,1.502027,easy,tatoeba,tatoeba:194904
168,oneshot,ミンはその時正夫と一緒に踊っていませんでした。,い,ミンはその時正夫と共に舞踏しておらず。,False,,0,0.4375,1.0,0.0,0.0,0.811205,easy,tatoeba,tatoeba:194904
